ISO_Code,Country,Year,Hydro,Solar,Wind
MYS,Malaysia,2023,29.919999999999998,2.12,0.0
MYS,Malaysia,2024,32.93,3.0,0.0
MYS,Malaysia,2025,33.65,3.39,0.0
MYS,Malaysia,2026,5.08,0.5900000000000001,0.0
NGA,Nigeria,2019,6.16,0.0,0.0
NGA,Nigeria,2020,6.55,0.0,0.0
NGA,Nigeria,2021,7.17,0.0,0.0
NGA,Nigeria,2022,7.93,0.0,0.0
NGA,Nigeria,2023,8.27,0.0,0.0
NGA,Nigeria,2024,7.779999999999999,0.0,0.0
NGA,Nigeria,2025,11.4,0.0,0.0
NGA,Nigeria,2026,2.0300000000000002,0.0,0.0
NLD,Netherlands,2015,0.07,1.12,7.54
NLD,Netherlands,2016,0.07,1.58,8.15
NLD,Netherlands,2017,0.04,2.2,10.56
NLD,Netherlands,2018,0.07,3.71,10.55
NLD,Netherlands,2019,0.08,5.3999999999999995,11.51
NLD,Netherlands,2020,0.04,8.57,15.29
NLD,Netherlands,2021,0.07,12.3,17.95
NLD,Netherlands,2022,0.04,18.39,21.01
NLD,Netherlands,2023,0.05,21.81,29.310000000000002
NLD,Netherlands,2024,0.08,24.74,33.27
NLD,Netherlands,2025,0.04,31.42,33.49
NLD,Netherlands,2026,0.03,4.26,10.25
NOR,Norway,2015,137.63,0.0,2.38
NOR,Norway,2016,143.43,0.0,2.11
NOR,Norway,2017,142.22,0.0,2.66
NOR,Norway,2018,138.14,0.0,3.39
NOR,Norway,2019,125.02,0.0,5.22
NOR,Norway,2020,138.31,0.0,9.3
NOR,Norway,2021,135.93,0.0,10.69
NOR,Norway,2022,126.86,0.0,14.83
NOR,Norway,2023,134.58,0.0,13.89
NOR,Norway,2024,136.37,0.0,14.53
NOR,Norway,2025,141.59,0.0,13.49
NOR,Norway,2026,37.54,0.0,4.3100000000000005
NZL,New Zealand,2010,23.99,0.0,1.6
NZL,New Zealand,2011,24.34,0.0,1.82
NZL,New Zealand,2012,22.12,0.0,1.9
NZL,New Zealand,2013,22.38,0.0,1.8800000000000001
NZL,New Zealand,2014,23.62,0.0,1.95
NZL,New Zealand,2015,23.72,0.0,1.9
NZL,New Zealand,2016,25.0,0.0,1.9100000000000001
NZL,New Zealand,2017,24.23,0.0,1.6600000000000001
NZL,New Zealand,2018,25.29,0.0,1.6600000000000001
NZL,New Zealand,2019,24.68,0.0,1.82
NZL,New Zealand,2020,23.39,0.0,1.87
NZL,New Zealand,2021,23.26,0.0,1.71
NZL,New Zealand,2022,25.2,0.0,2.29
NZL,New Zealand,2023,25.38,0.0,2.87
NZL,New Zealand,2024,22.73,0.0,3.7600000000000002
NZL,New Zealand,2025,23.05,0.0,3.67
NZL,New Zealand,2026,3.66,0.0,0.5900000000000001
PAK,Pakistan,2018,3.89,0.32,0.30000000000000004
PAK,Pakistan,2019,35.83,2.62,3.15
PAK,Pakistan,2020,39.99,4.09,2.73
PAK,Pakistan,2021,37.69,5.8,3.43
PAK,Pakistan,2022,35.1,7.7299999999999995,4.67
PAK,Pakistan,2023,38.42,11.36,4.38
PAK,Pakistan,2024,38.79,19.84,3.5
PAK,Pakistan,2025,39.87,36.62,4.07
PER,Peru,2019,30.18,0.79,1.64
PER,Peru,2020,29.3,0.77,1.79
PER,Peru,2021,30.68,0.79,1.79
PER,Peru,2022,28.490000000000002,0.8200000000000001,1.94
PER,Peru,2023,27.86,0.95,2.36
PER,Peru,2024,30.8,1.27,3.91
PER,Peru,2025,32.68,2.15,3.93
PER,Peru,2026,6.37,0.41000000000000003,0.48
PHL,Philippines (the),2017,9.54,1.25,1.02
PHL,Philippines (the),2018,9.46,1.27,1.12
PHL,Philippines (the),2019,7.89,1.28,1.07
PHL,Philippines (the),2020,7.09,1.37,1.01
PHL,Philippines (the),2021,9.23,1.47,1.23
PHL,Philippines (the),2022,10.03,1.78,1.01
PHL,Philippines (the),2023,10.03,2.43,1.25
PHL,Philippines (the),2024,10.81,3.64,1.21
PHL,Philippines (the),2025,13.43,4.56,1.17
PHL,Philippines (the),2026,0.97,0.39,0.13
POL,Poland,2015,1.47,0.06,10.62
POL,Poland,2016,1.7,0.13,11.6
POL,Poland,2017,2.07,0.14,14.42
POL,Poland,2018,1.58,0.29000000000000004,12.33
POL,Poland,2019,1.52,0.72,14.57
POL,Poland,2020,1.62,2.1,15.2
POL,Poland,2021,1.83,4.63,15.27
POL,Poland,2022,1.55,9.3,18.77
POL,Poland,2023,1.96,13.23,22.1
POL,Poland,2024,1.87,17.349999999999998,23.810000000000002
POL,Poland,2025,1.46,19.240000000000002,22.54
POL,Poland,2026,0.38,3.48,5.5600000000000005
PRI,Puerto Rico,2019,0.0,0.26,0.16
PRI,Puerto Rico,2020,0.0,0.29,0.15
PRI,Puerto Rico,2021,0.0,0.31,0.18
PRI,Puerto Rico,2022,0.0,0.27,0.16
PRI,Puerto Rico,2023,0.0,0.23,0.09
PRI,Puerto Rico,2024,0.0,0.19,0.15
PRI,Puerto Rico,2025,0.0,0.23,0.2
PRI,Puerto Rico,2026,0.0,0.02,0.01
PRT,Portugal,2015,7.81,0.76,11.35
PRT,Portugal,2016,13.26,0.78,12.19
PRT,Portugal,2017,4.82,0.89,11.98
PRT,Portugal,2018,10.3,0.99,12.370000000000001
PRT,Portugal,2019,7.12,1.31,13.44
PRT,Portugal,2020,10.52,1.6800000000000002,12.09
PRT,Portugal,2021,9.77,2.16,12.92
PRT,Portugal,2022,5.45,3.25,12.99
PRT,Portugal,2023,9.89,5.2700000000000005,12.94
PRT,Portugal,2024,12.02,7.21,14.129999999999999
PRT,Portugal,2025,12.31,8.98,13.46
PRT,Portugal,2026,4.32,1.03,4.529999999999999
ROU,Romania,2015,17.13,1.24,6.6899999999999995
ROU,Romania,2016,18.2,1.25,6.42
ROU,Romania,2017,14.56,1.37,7.32
ROU,Romania,2018,17.73,1.34,6.25
ROU,Romania,2019,15.709999999999999,1.36,6.69
ROU,Romania,2020,15.4,1.34,6.88
ROU,Romania,2021,17.44,1.31,6.52
ROU,Romania,2022,14.030000000000001,1.5,6.91
ROU,Romania,2023,18.35,2.11,7.46
ROU,Romania,2024,14.26,4.08,6.34
ROU,Romania,2025,12.16,5.54,5.88
ROU,Romania,2026,3.74,0.59,1.83
RUS,Russian Federation (the),2019,190.29,1.27,0.33
RUS,Russian Federation (the),2020,207.41,1.96,1.35
RUS,Russian Federation (the),2021,209.5,2.24,3.61
RUS,Russian Federation (the),2022,192.41,2.49,5.23
RUS,Russian Federation (the),2023,195.34,2.1,4.38
RUS,Russian Federation (the),2024,204.82,2.31,5.18
RUS,Russian Federation (the),2025,194.01,2.23,4.25
RUS,Russian Federation (the),2026,29.91,0.11,0.83
SGP,Singapore,2009,0.0,0.0,0.0
SGP,Singapore,2010,0.0,0.0,0.0
SGP,Singapore,2011,0.0,0.0,0.0
SGP,Singapore,2012,0.0,0.0,0.0
SGP,Singapore,2013,0.0,0.0,0.0
SGP,Singapore,2014,0.0,0.0,0.0
SGP,Singapore,2015,0.0,0.0,0.0
SGP,Singapore,2016,0.0,0.12,0.0
SGP,Singapore,2017,0.0,0.12,0.0
SGP,Singapore,2018,0.0,0.12,0.0
SGP,Singapore,2019,0.0,0.19,0.0
SGP,Singapore,2020,0.0,0.3,0.0
SGP,Singapore,2021,0.0,0.4,0.0
SGP,Singapore,2022,0.0,0.67,0.0
SGP,Singapore,2023,0.0,0.9400000000000001,0.0
SGP,Singapore,2024,0.0,1.28,0.0
SGP,Singapore,2025,0.0,1.6400000000000001,0.0
SLV,El Salvador,2019,1.45,0.24,0.0
SLV,El Salvador,2020,2.0,0.5,0.01
SLV,El Salvador,2021,1.73,0.5700000000000001,0.13
SLV,El Salvador,2022,2.2,1.1300000000000001,0.14
SLV,El Salvador,2023,1.56,1.21,0.17
SLV,El Salvador,2024,2.2,1.26,0.14
SLV,El Salvador,2025,0.73,0.6799999999999999,0.09
SRB,Serbia,2017,9.02,0.0,0.03
SRB,Serbia,2018,10.46,0.0,0.16
SRB,Serbia,2019,9.5,0.0,0.92
SRB,Serbia,2020,9.05,0.0,0.98
SRB,Serbia,2021,11.17,0.0,1.11
SRB,Serbia,2022,8.55,0.0,0.97
SRB,Serbia,2023,12.09,0.0,0.93
SRB,Serbia,2024,10.01,0.0,1.11
SRB,Serbia,2025,8.05,0.0,1.33
SRB,Serbia,2026,2.99,0.0,0.5800000000000001
SVK,Slovakia,2015,3.73,0.53,0.0
SVK,Slovakia,2016,4.18,0.54,0.0
SVK,Slovakia,2017,3.95,0.53,0.0
SVK,Slovakia,2018,3.3,0.5,0.0
SVK,Slovakia,2019,4.3,0.52,0.0
SVK,Slovakia,2020,4.5,0.52,0.0
SVK,Slovakia,2021,4.2,0.5,0.0
SVK,Slovakia,2022,3.64,0.52,0.0
SVK,Slovakia,2023,4.59,0.48,0.0
SVK,Slovakia,2024,4.71,0.55,0.0
SVK,Slovakia,2025,3.04,0.56,0.0
SVK,Slovakia,2026,0.89,0.08,0.0
SVN,Slovenia,2016,4.37,0.3,0.0
SVN,Slovenia,2017,3.75,0.3,0.0
SVN,Slovenia,2018,4.57,0.29,0.0
SVN,Slovenia,2019,4.34,0.3,0.0
SVN,Slovenia,2020,4.78,0.31,0.0
SVN,Slovenia,2021,4.5600000000000005,0.32,0.0
SVN,Slovenia,2022,3.04,0.4,0.0
SVN,Slovenia,2023,4.85,0.65,0.0
SVN,Slovenia,2024,5.13,1.19,0.0
SVN,Slovenia,2025,3.83,1.46,0.0
SVN,Slovenia,2026,0.7000000000000001,0.24000000000000002,0.0
SWE,Sweden,2015,71.89,0.0,16.53
SWE,Sweden,2016,61.78,0.0,15.59
SWE,Sweden,2017,65.03,0.0,17.31
SWE,Sweden,2018,62.120000000000005,0.0,16.3
SWE,Sweden,2019,65.53999999999999,0.0,19.509999999999998
SWE,Sweden,2020,73.1,0.0,26.869999999999997
SWE,Sweden,2021,74.21,1.1400000000000001,26.68
SWE,Sweden,2022,69.7,1.98,32.76
SWE,Sweden,2023,65.9,3.11,34.15
SWE,Sweden,2024,64.82,4.19,40.35
SWE,Sweden,2025,68.44,4.46,38.8
SWE,Sweden,2026,20.64,0.24,11.18
THA,Thailand,2019,6.3100000000000005,5.21,3.64
THA,Thailand,2020,4.56,4.95,3.29
THA,Thailand,2021,4.55,4.3,4.3
THA,Thailand,2022,6.6,5.03,3.0
THA,Thailand,2023,6.6,5.15,3.74
THA,Thailand,2024,6.42,5.9,3.8
THA,Thailand,2025,7.63,9.99,3.56
TJK,Tajikistan,2019,19.05,0.0,0.0
TJK,Tajikistan,2020,17.88,0.0,0.0
TJK,Tajikistan,2021,18.7,0.0,0.0
TJK,Tajikistan,2022,19.72,0.0,0.0
TJK,Tajikistan,2023,20.43,0.0,0.0
TJK,Tajikistan,2024,19.9,0.0,0.0
TJK,Tajikistan,2025,22.18,0.0,0.0
TUN,Tunisia,2020,0.03,0.0,0.45
TUN,Tunisia,2021,0.0,0.0,0.42
TUN,Tunisia,2022,0.0,0.0,0.31
TUN,Tunisia,2023,0.0,0.0,0.33
TUN,Tunisia,2024,0.0,0.0,0.32
TUN,Tunisia,2025,0.0,0.0,0.22
TUR,Turkey,2018,59.75,7.819999999999999,19.86
TUR,Turkey,2019,88.62,9.56,21.62
TUR,Turkey,2020,77.85,11.22,24.61
TUR,Turkey,2021,55.5,13.27,31.0
TUR,Turkey,2022,66.66,15.17,34.7
TUR,Turkey,2023,63.74,18.41,33.91
TUR,Turkey,2024,74.58,25.669999999999998,36.51
TUR,Turkey,2025,57.269999999999996,37.26,39.42
TUR,Turkey,2026,12.440000000000001,3.51,9.27
TWN,Taiwan,2000,4.56,0.0,0.0
TWN,Taiwan,2001,5.08,0.0,0.0
TWN,Taiwan,2002,2.77,0.0,0.0
TWN,Taiwan,2003,3.03,0.0,0.0
TWN,Taiwan,2004,3.2199999999999998,0.0,0.0
TWN,Taiwan,2005,4.08,0.0,0.08
TWN,Taiwan,2006,4.08,0.0,0.27
TWN,Taiwan,2007,4.41,0.0,0.43000000000000005
TWN,Taiwan,2008,4.31,0.0,0.5800000000000001
TWN,Taiwan,2009,3.75,0.0,0.78
TWN,Taiwan,2010,4.19,0.0,1.03
TWN,Taiwan,2011,4.01,0.06,1.5
TWN,Taiwan,2012,5.67,0.15,1.4100000000000001
TWN,Taiwan,2013,5.430000000000001,0.32,1.62
TWN,Taiwan,2014,4.31,0.52,1.51
TWN,Taiwan,2015,4.48,0.86,1.53
TWN,Taiwan,2016,6.55,1.12,1.46
TWN,Taiwan,2017,5.45,1.6800000000000002,1.73
TWN,Taiwan,2018,4.48,2.66,1.71
TWN,Taiwan,2019,5.55,3.98,1.9100000000000001
TWN,Taiwan,2020,3.01,6.2299999999999995,2.32
TWN,Taiwan,2021,3.48,8.36,2.2600000000000002
TWN,Taiwan,2022,5.84,10.89,3.57
TWN,Taiwan,2023,3.96,13.31,6.24
TWN,Taiwan,2024,4.2,15.21,10.53
TWN,Taiwan,2025,5.5,15.99,12.21
TWN,Taiwan,2026,0.45,2.25,3.05
UKR,Ukraine,2014,7.7,0.0,1.6400000000000001
UKR,Ukraine,2015,4.39,0.0,1.26
UKR,Ukraine,2016,6.56,0.0,1.08
UKR,Ukraine,2017,7.95,0.0,1.16
UKR,Ukraine,2018,9.48,0.0,1.85
UKR,Ukraine,2019,5.92,0.0,4.45
UKR,Ukraine,2020,5.42,0.0,8.11
UKR,Ukraine,2021,8.530000000000001,0.0,9.3
UKR,Ukraine,2022,6.7,0.0,4.8
URY,Uruguay,2019,7.83,0.39,4.75
URY,Uruguay,2020,3.96,0.41000000000000003,5.46
URY,Uruguay,2021,5.17,0.43,4.96
URY,Uruguay,2022,5.51,0.43,4.77
URY,Uruguay,2023,3.44,0.39,4.7299999999999995
URY,Uruguay,2024,7.2,0.43,4.72
URY,Uruguay,2025,5.95,0.48,4.41
URY,Uruguay,2026,1.16,0.15,1.08
USA,United States of America,2001,208.13,0.0,6.74
USA,United States of America,2002,255.57,0.0,10.36
USA,United States of America,2003,267.26,0.53,11.2
USA,United States of America,2004,259.92,0.5700000000000001,14.129999999999999
USA,United States of America,2005,263.76,0.55,17.83
USA,United States of America,2006,282.68,0.49,26.59
USA,United States of America,2007,240.62,0.61,34.46
USA,United States of America,2008,248.54,0.87,55.36
USA,United States of America,2009,268.83,0.89,73.88
USA,United States of America,2010,254.7,1.22,94.65
USA,United States of America,2011,312.93,1.82,120.17999999999999
USA,United States of America,2012,271.28000000000003,4.34,140.82
USA,United States of America,2013,263.88,9.03,167.85
USA,United States of America,2014,253.18,28.93,181.67
USA,United States of America,2015,244.0,39.04,190.72
USA,United States of America,2016,261.13,54.86,227.01
USA,United States of America,2017,293.84,77.28,254.3
USA,United States of America,2018,286.63,93.36,272.67
USA,United States of America,2019,282.59,106.89,295.87
USA,United States of America,2020,279.95,130.71,337.94
USA,United States of America,2021,246.48000000000002,164.4,378.21999999999997
USA,United States of America,2022,248.75,205.07999999999998,434.3
USA,United States of America,2023,233.97,238.13,425.23
USA,United States of America,2024,233.92,301.88,454.05
USA,United States of America,2025,240.0,387.69,464.51
USA,United States of America,2026,74.68,89.28,137.98
VNM,Viet Nam,2019,72.01,3.6,1.4500000000000002
VNM,Viet Nam,2020,76.11,9.58,1.24
VNM,Viet Nam,2021,78.75,27.33,2.3000000000000003
VNM,Viet Nam,2022,102.36,27.849999999999998,8.54
VNM,Viet Nam,2023,83.19,26.94,10.52
VNM,Viet Nam,2024,98.13,27.26,11.68
VNM,Viet Nam,2025,87.58,20.59,10.99
XKX,Kosovo,2022,0.26,0.0,0.39
XKX,Kosovo,2023,0.4,0.0,0.4
XKX,Kosovo,2024,0.22,0.0,0.36
XKX,Kosovo,2025,0.16,0.0,0.19
ZAF,South Africa,2018,1.08,4.3,6.47
ZAF,South Africa,2019,0.68,4.88,6.63
ZAF,South Africa,2020,0.75,5.77,6.61
ZAF,South Africa,2021,1.58,6.92,8.36
ZAF,South Africa,2022,3.13,9.54,9.69
ZAF,South Africa,2023,1.99,13.89,11.61
ZAF,South Africa,2024,1.07,17.38,11.13
ZAF,South Africa,2025,1.8,18.56,11.35
ZAF,South Africa,2026,0.15,2.3,1.05
